item_id,User
244850,-GM-Dragon
298260,76561198054040292
730,76561198078799606
233450,76561198078799606
214420,I_DID_911_JUST_SAYING
365670,I_DID_911_JUST_SAYING
440,I_DID_911_JUST_SAYING
4000,I_DID_911_JUST_SAYING
221260,I_DID_911_JUST_SAYING
218620,diabeticfuck
419070,diabeticfuck
287700,diabeticfuck
24240,76561198054465623
39800,76561198054465623
250600,76561198054465623
105600,76561198054465623
113020,76561198054465623
440,aaropro
221100,aaropro
238960,abiam
310370,FrankoWalker
260410,FrankoWalker
236390,FrankoWalker
383870,LightfootSword7
248820,SALTTHEW0UND
730,SALTTHEW0UND
550,SALTTHEW0UND
204030,SALTTHEW0UND
440,SALTTHEW0UND
383080,SALTTHEW0UND
304930,express157
242760,76561198074644990
207230,76561198074644990
730,76561198064304806
10150,TomoeMamiewe
4000,TomoeMamiewe
214950,76561198057086148
218620,Acidius99
292030,Acidius99
261640,Acidius99
220240,Acidius99
313740,acorn13
34330,acorn13
271590,acorn13
570,adamcookie
291550,AddzyTheBaddzy
259080,AddzyTheBaddzy
233250,mrfunkyjunkie
256350,mrfunkyjunkie
249380,mrfunkyjunkie
337320,76561198167207237
391540,76561198167207237
265930,76561198167207237
620,76561198167207237
730,cancerkek
10090,76561198073508075
251570,76561198073508075
218680,76561198073508075
22370,advenger95
307690,advenger95
72850,advenger95
1250,EndAtHallow
440,76561198063624801
440,aeryal
570,76561198070263209
248610,76561198015968275
208090,Agiegamma
250340,76561198082614708
244850,Agronoth
221640,Agronoth
104900,Agronoth
105600,Agronoth
262410,UnholyFallenAngel
222940,UnholyFallenAngel
221040,UnholyFallenAngel
221100,76561198068565589
286570,76561198068565589
4000,SlutOnTheSpit
223710,WestyGaming
317360,NaruseAiria
108600,NaruseAiria
259080,NaruseAiria
208520,NaruseAiria
239660,76561198067713802
304930,76561198067713802
730,76561198187212131
495890,76561198044678148
472680,76561198044678148
4000,Alex680
295270,alansiulun
265930,alansiulun
283920,Albolah
440,Albolah
294650,Albolah
233720,76561198003056556
319630,maxpaynepillkiller
12120,maxpaynepillkiller
241930,maxpaynepillkiller
428690,maxpaynepillkiller
55230,maxpaynepillkiller
218620,Alexwai04
208090,76561198095481910
730,76561198164545985
228280,AlkalineDeath
240760,AlkalineDeath
226700,76561198075935236
250900,76561198075935236
35450,mintifreshbadger
9900,AlpacaRevolution
212680,AlpacaRevolution
236370,AlphaBryn444
381210,76561198071952798
218620,76561198071952798
205100,76561198071952798
570,76561198009001563
271290,76561198016753953
570,76561198016753953
346010,smegmyfoodle
239250,smegmyfoodle
313120,76561198057869849
211820,76561198058836921
218620,lol_ursuchanoob
12210,lol_ursuchanoob
220240,lol_ursuchanoob
17300,lol_ursuchanoob
206440,AMV72
209000,AMV72
218060,AMV72
24240,AMV72
440,76561198069170979
47410,76561198085956238
730,76561198132540690
220200,76561198132540690
113020,711armageddoncarmageddon
105600,711armageddoncarmageddon
9480,711armageddoncarmageddon
359870,76561198034868596
22230,Andraison
203770,76561198055790408
550,76561198069560699
259080,76561198069560699
72850,76561198069560699
8870,76561198069560699
230410,76561198099625419
200260,76561198099625419
19900,76561198099625419
241540,76561198099625419
220,76561198099625419
17390,Angrovar
359320,Angrovar
317360,AngryAinsley
253030,AngryAinsley
295110,AngryAinsley
264710,AngryAinsley
274310,uradumbtit
4000,uradumbtit
252470,76561198037038784
730,IKillNoobsFirst
344770,76561198037888300
22380,1234865654
440,76561198040925596
9900,76561198084123358
221640,ApexNZ
202170,ApexNZ
49520,ApexNZ
245490,ApexNZ
313120,ApexNZ
417860,76561198039441595
269250,76561198039441595
8190,76561198039441595
377160,76561198036687918
730,benjamin27
244850,benjamin27
212500,AppoGetsSuperAdmin
104900,AppoGetsSuperAdmin
12160,76561198071475367
219990,76561198049916759
293260,76561198049916759
219640,76561198065064829
105600,XABLAUziitu
440,XABLAUziitu
200210,XABLAUziitu
218130,76561198012909706
270210,76561198040530605
386070,76561198040530605
8930,76561198040530605
330830,76561198040530605
218230,76561198040530605
104900,76561198040530605
440,76561198040530605
240,76561198040530605
8980,76561197974500703
31270,76561197974500703
113200,76561197974500703
8190,76561197974500703
43000,76561197974500703
98800,76561197974500703
107100,76561197974500703
630,76561197974500703
57300,76561197974500703
213670,76561198047185525
218620,76561198047185525
226620,76561198047185525
391540,sweep6060
570,bilyitu
730,bilyitu
105600,76561198021244661
209870,76561198088538797
265630,deployablearchnagel
401920,rotflmaoman
33230,armouredmarshmallow
239200,armouredmarshmallow
440,armouredmarshmallow
346900,armouredmarshmallow
363970,armouredmarshmallow
65790,armouredmarshmallow
72850,armouredmarshmallow
57300,armouredmarshmallow
230410,armouredmarshmallow
630,armouredmarshmallow
70,76561198020928326
244850,Array71
221100,76561198039874575
99900,arronlim13
250900,ARTHERDUNGER10
211820,Mackus1011
380600,Mackus1011
22380,Mackus1011
252490,Mackus1011
241540,76561198041877981
220200,ARZARNAR
47780,darkmassieh
377160,darkmassieh
4000,darkmassieh
107410,darkmassieh
230190,darkmassieh
435881,darkmassieh
490650,darkmassieh
391270,darkmassieh
301520,darkmassieh
246420,asianturtlefrenzy
289130,asianturtlefrenzy
234630,asianturtlefrenzy
253030,asianturtlefrenzy
249050,asianturtlefrenzy
418340,asianturtlefrenzy
223850,asianturtlefrenzy
263020,asianturtlefrenzy
287980,asianturtlefrenzy
245550,asianturtlefrenzy
570,blowjobsfurdayzandgayz
417860,blowjobsfurdayzandgayz
4000,76561198082992295
570,76561198082992295
440,76561198082992295
230410,76561198082992295
80,LaLocaDeLosDulces
56400,76561198064352761
257850,assassin_warman
72850,assassin_warman
105600,assassin_warman
219150,assassin_warman
204450,assassin_warman
239140,assassin_warman
218620,assassin_warman
440,assassin_warman
385770,Astrelt
252630,Astrelt
212200,Astrelt
218680,Astrelt
230410,Astrelt
4000,Astrelt
346900,Astrelt
440,Astrelt
387860,Astrelt
221640,Astrelt
387990,76561198091740831
630,omgihaveawebpage
223470,omgihaveawebpage
253430,omgihaveawebpage
620,omgihaveawebpage
4000,omgihaveawebpage
440,omgihaveawebpage
730,omgihaveawebpage
218620,Swish0009
203160,Swish0009
230410,Swish0009
219640,Swish0009
213850,Swish0009
72850,Aurora99
730,Aurora99
105600,Aurora99
550,Aurora99
369580,Aurora99
1250,Aurora99
440,Aurora99
8400,Aurora99
225640,76561198083375450
113420,76561198083375450
377160,76561198083375450
239220,76561198083375450
224600,76561198083375450
236690,scroopy22
440,76561198078730600
17100,auzmoz
243870,auzmoz
223750,auzmoz
65980,auzmoz
236390,auzmoz
400250,auzmoz
296240,auzmoz
320,auzmoz
8500,auzmoz
289130,auzzie_96
202970,fatrangacuntnolifevirgin
20920,76561198064150679
265930,76561198110293299
346110,76561198110293299
304930,76561198110293299
236390,76561198110293299
270370,de_triggered
268650,de_triggered
224540,de_triggered
219640,de_triggered
233450,de_triggered
440,de_triggered
4000,de_triggered
236390,de_triggered
391540,76561198071748311
215530,Azrafael
379720,Azrafael
226860,-Azsael-
251570,76561198076301023
55230,hoarbiscuit
259700,bohgeraltofrivia
261640,bohgeraltofrivia
730,TeH-B-Rad
440,TeH-B-Rad
221100,BAW_Killer
22380,gamerdude7892
570,2ez4medick
4000,BBBirb
304050,BBBirb
570,AgentXiri
310380,76561197998761331
4000,76561198064579722
4000,76561198096750939
233270,potatoskins
230410,crispymemesmantheyremyfavourite
383980,crispymemesmantheyremyfavourite
304050,crispymemesmantheyremyfavourite
212680,crispymemesmantheyremyfavourite
346010,H-Alo
107410,420Blz
200210,76561198076548816
226700,76561198076548816
113020,76561198076548816
219740,76561198076548816
221100,chillrend
393010,chillrend
208090,chillrend
440,chillrend
440,BarretaJrs
440,Gborges
730,lukeyturley
218230,lukeyturley
205890,PolygonCloud
570,76561198095142204
8400,BOB_200
434260,BOB_200
10500,76561198018560501
730,76561198069458790
265630,76561198069458790
440,76561198069458790
218620,76561198051148175
220240,76561198047208452
34900,76561198047208452
113200,76561198047208452
239160,generalale
220240,generalale
440,generalale
630,brendoboy
230410,brendoboy
322330,brendoboy
241930,brendoboy
1250,brendoboy
200210,76561198071234254
238460,76561198071234254
730,76561198071234254
105600,76561198071234254
440,76561198071234254
72850,76561198165870150
730,76561198165870150
236390,76561197988934555
290300,76561197988934555
295110,76561197988934555
301520,76561197988934555
346560,Infixation
328220,Infixation
256410,Infixation
730,Infixation
252490,Infixation
203160,Infixation
39120,Infixation
218620,76561198071162228
239070,76561198047304525
91310,76561197994969639
730,JuanManSnipez
105600,Ben_Andy
10,Bennysaputra
730,76561198067021476
242760,76561198067021476
239140,76561198067021476
72850,76561198067021476
263280,76561198067021476
252490,76561198190487725
386360,76561198190487725
310380,76561198045071942
304930,Bhappiikhat
363970,Ahahahahahahahahahahahahahahaha
295110,BITCHPLESE
319630,BITCHPLESE
220,Too_1337
4000,Too_1337
48700,kinglemon1222
255710,76561198030636321
364360,76561198007342405
236390,76561198007342405
4000,IJustWantedToTalk
219640,IJustWantedToTalk
304930,IJustWantedToTalk
265630,76561198081885254
263280,76561198034643189
730,LlamasInNigjamas
288470,mavros88
730,mavros88
282140,mavros88
323370,mavros88
209870,mavros88
216250,mavros88
50300,mavros88
333930,Hummingsenpai
10680,CHAAANG
238320,CHAAANG
236390,76561198056980314
34330,76561198056980314
440,76561198077586769
300570,bitmat
201420,bitmat
220240,bitmat
211420,bitmat
238260,76561198028483487
206210,Ghoster09
570,Ghoster09
440,Ghoster09
6060,76561198081496844
440,180577
4000,Barridos
364360,Blackhawk611
248820,76561197988863895
221100,76561198042728201
202970,76561198042728201
4000,hbk1462
570,76561198088724903
344760,76561198057521157
251570,76561198057521157
313120,76561198057521157
374320,76561198053766465
222880,76561198057389499
252950,76561198057389499
318420,76561198057389499
225540,76561198057389499
4000,76561198057389499
440,76561198057389499
237930,FHK
570,76561198030735076
293780,Bluegills
20530,Bluegills
208090,Bluegills
57300,Bluegills
39150,Bluegills
70,Bluegills
13210,Bluegills
22120,Bluegills
449710,76561197970931849
204100,76561197970931849
270370,rrbr
33930,13lazer
352460,76561198044344399
251570,76561197999613236
271590,76561197999613236
24860,76561197999613236
333950,76561197999613236
72850,RespekPlox
333930,76561198062288797
346010,76561198062288797
730,bobseagull
49520,bobseagull
238460,bobseagull
251630,bobseagull
220240,bobseagull
4000,bobseagull
346110,bokkkbokkk
346110,bokkkbokkk
4000,Bonesdontrattlethem
335300,76561198062403736
218620,76561198062403736
550,76561198073642113
218620,76561198073642113
55140,76561198073642113
218620,76561198211433640
730,76561198211433640
318430,ilyjoepoe
570,Mantrouminati
440,hididdlyhoe
252490,hididdlyhoe
230410,76561198027225504
218620,76561198027225504
323470,76561198027225504
271290,76561198027225504
630,76561198027225504
10680,76561198027225504
334230,dicksoutforboromir
48700,dicksoutforboromir
8930,dicksoutforboromir
474750,dicksoutforboromir
224260,dicksoutforboromir
570,dicksoutforboromir
225260,BrutalLegend69
96100,76561198064026657
1250,76561198064026657
213650,76561198024450886
429720,saint556
340050,saint556
234190,saint556
261880,saint556
230840,saint556
263760,saint556
233190,saint556
220780,brettebear
730,metiqu
304930,Brianseb
440,Brianseb
237740,spike_heart
6830,brocky0405
48700,brocky0405
383080,brocky0405
363970,brocky0405
730,brocky0405
440,brocky0405
212180,brocky0405
72850,76561198046094676
4560,76561198046094676
203770,76561198046094676
17700,76561198046094676
25890,76561198046094676
385770,Vladimirputinisgreatman
72850,Vladimirputinisgreatman
383870,Vladimirputinisgreatman
22100,Vladimirputinisgreatman
8930,Vladimirputinisgreatman
730,Br0wni3
316010,76561198079351819
200210,76561198093381429
10090,76561198110065267
291550,76561198110065267
41300,76561198059167106
268750,76561198105270589
304930,76561198105270589
4000,76561198105270589
440,76561198105270589
291550,Trutle
224760,Trutle
219640,Trutle
322910,BugsyBro
6060,BugsyBro
4920,BugsyBro
333930,BugsyBro
4000,BugsyBro
230410,Jyep
433340,Jyep
274940,76561198074561346
311690,76561198074561346
8980,76561198074561346
730,76561198074561346
266840,76561198074561346
344760,76561198074561346
72850,76561198074561346
440,76561198074561346
246620,76561198094074209
226700,76561198094074209
393420,76561198094074209
461560,BurningCassette
368360,BurningCassette
208090,76561198087011672
237870,busternut
224540,busternut
386360,busternut
248570,busternut
12120,busternut
221100,76561198075981950
570,76561198075981950
1840,Butteryyy
105600,76561198079326390
292030,76561198142749308
298110,76561198142749308
252490,897w463824638109276
440,897w463824638109276
72200,Butterz
252490,8789568
230410,76561198112547239
305620,ByzGirl
239030,ByzGirl
200210,C14M8S
620,C14M8S
211820,C14M8S
240,C14M8S
218620,C14M8S
211820,1122305938
8870,1122305938
24860,1122305938
238960,76561198069050565
255710,Cabey64
220200,Cabey64
440,Cabey64
2700,Cabey64
94400,Cabjoy
42910,Stormaggen
238010,gusvu
241930,gusvu
287700,Punixa
374301,Punixa
366660,Punixa
207140,Punixa
259080,Punixa
405170,Punixa
418340,76561198051084367
302590,76561198044402508
242880,76561198081987102
394230,76561198081987102
107100,76561198081987102
22380,76561197996741396
378648,calii
292030,calii
440,calii
209080,76561198084718144
56400,76561198077034833
49600,calypto52
413150,camduman
109600,camduman
303210,camduman
440,camduman
233720,camquarter
330840,aquelecaraqfazaquilo
19000,aquelecaraqfazaquilo
242050,aquelecaraqfazaquilo
323500,aquelecaraqfazaquilo
12210,aquelecaraqfazaquilo
50650,aquelecaraqfazaquilo
206420,aquelecaraqfazaquilo
4000,76561198079009374
267750,76561197992910116
259720,76561197992910116
293920,76561197992910116
248310,76561197992910116
49520,76561197992910116
238430,76561197992910116
220240,jonjon4351
22380,76561198008551473
201810,76561198008551473
72850,ThePyrite99
730,76561198062276935
10680,76561198062276935
252490,76561198048121243
49520,76561198048121243
219640,76561198048121243
570,CAPTAINVRITRAS
391540,ConkerBirdy
433950,ConkerBirdy
239140,ConkerBirdy
346010,ConkerBirdy
105600,76561198078194423
4000,76561198067657905
417860,76561198070072786
265930,76561198070072786
400,76561198070072786
730,76561197966764681
305620,76561198007988939
348960,ca_ra_cal
220200,76561198067721589
304930,76561198067721589
440,76561197996092338
4000,carouserwhite
17520,carouserwhite
109400,carouserwhite
252490,76561198045631910
218230,76561198078670623
4920,76561198078670623
287920,Lord_Casso
323370,Lord_Casso
384490,Lord_Casso
413150,76561198058789410
48700,76561198070087725
70000,fsfs546hd
244410,76561198045283919
207140,76561198081438874
17480,76561198072411281
332800,76561198072411281
319510,76561198072411281
105600,76561198072411281
105450,76561198032143135
107410,CrazyGiraffe71
225260,chalkmetal
239350,kggj
219150,kggj
222880,asdasdfsadgdfhfgjggj
4000,asdasdfsadgdfhfgjggj
440,elheat
230410,ElementalGodChaos
39000,ElementalGodChaos
570,ElementalGodChaos
263500,ElementalGodChaos
20500,ElementalGodChaos
249650,76561197971917242
730,melonmaniac
440,melonmaniac
105600,76561198048491595
730,76561198074108172
200510,charmaps5
221180,mexz1999
313740,mexz1999
301520,IchMasKung
35450,IchMasKung
302830,IchMasKung
219740,HoxtonPleaseDontSueMe
242760,HoxtonPleaseDontSueMe
40800,HoxtonPleaseDontSueMe
113200,HoxtonPleaseDontSueMe
391540,HoxtonPleaseDontSueMe
389570,HoxtonPleaseDontSueMe
440,HoxtonPleaseDontSueMe
252490,76561198051215704
8870,76561198051215704
203160,76561198051215704
99900,76561198074291619
72850,cheetahpocalypse
221100,cheetahpocalypse
440,cheetahpocalypse
393420,Axzothrift
291550,76561198283109848
396900,Chermoil
304930,harharharharhar
286160,chicken_tonight
227940,chicken_tonight
313120,chicken_tonight
220200,chicken_tonight
285900,chicken_tonight
1840,chicken_tonight
206190,chicken_tonight
268650,chicken_tonight
304930,chicken_tonight
223670,chicken_tonight
107100,chidvd
420,chidvd
400,chidvd
239720,chidvd
224060,chidvd
376560,chidvd
290750,chidvd
220,chidvd
230410,76561198056960847
243870,76561198056960847
4000,76561198097450390
42960,76561198097450390
265930,aerpub
236090,aerpub
301520,76561198078733772
105600,76561198061273070
17080,SmeshDoge
218230,SmeshDoge
440,SmeshDoge
730,SmeshDoge
49520,SmeshDoge
6860,SmeshDoge
730,76561198037342853
204360,76561198062869989
570,76561198062869989
730,76561198062869989
206210,76561198062869989
431240,harrisonnorris
730,harrisonnorris
4000,76561198142474106
397340,76561198142474106
206420,Los_Shmurdos
329650,ciborg2000
107410,ciborg2000
72850,ciborg2000
304050,ciborg2000
620,ciborg2000
33930,Mikinmash
412830,76561198060510583
440,76561198060510583
364360,Norf_Norf
22380,Norf_Norf
6020,Norf_Norf
224260,Norf_Norf
221100,Norf_Norf
35450,Norf_Norf
246620,Norf_Norf
105600,Norf_Norf
4000,Norf_Norf
4000,76561198041840982
292030,76561198056339034
20920,76561198056339034
206420,76561198056339034
312280,OfficialSenix
440,OfficialSenix
730,OfficialSenix
224260,OfficialSenix
8870,mike14476
200510,mike14476
22380,mike14476
322500,kelby003
4000,kelby003
238460,kelby003
225540,kelby003
105600,Clawz3z
34900,76561198079650317
440,76561198071207551
105600,76561198071207551
264200,76561198071207551
42680,76561198071207551
354140,76561198071207551
4000,76561198071207551
218230,76561198071207551
550,76561198061039259
208090,76561198061039259
291210,76561198074202726
4000,76561198074347537
730,SurfChicken
252950,76561198043339975
203140,76561198043339975
202970,76561198043339975
204450,76561198043339975
355180,69bmw
730,76561198067414480
218620,76561198067414480
233270,76561198078246064
218230,76561198078246064
218620,iamshingo
239030,SirParadiseLost
41700,SirParadiseLost
24240,SirParadiseLost
440,Rafantasma
200510,SupermanSocks17
325610,SupermanSocks17
203140,SupermanSocks17
39120,SupermanSocks17
72850,SupermanSocks17
570,SupermanSocks17
261030,SupermanSocks17
385730,76561198061456632
8930,76561198061456632
301640,76561198061456632
223850,76561198061456632
223710,76561198049614185
236390,76561198049614185
244450,76561198049614185
41700,76561198049614185
50130,76561198049614185
227940,76561198049614185
22380,76561198049614185
35420,76561198046958203
221100,76561198046958203
353690,76561198046958203
238430,76561198046958203
208090,76561198046958203
24240,76561198046958203
224260,76561198046958203
377160,jichaelcoaching
334230,MT-101
440,76561198172099661
4000,76561198172099661
265630,76561198172099661
219740,ConjuredMadness
228180,ConjuredMadness
209160,ConjuredMadness
219740,cookieblade
730,coolslayer666
730,cheese_is_illuminati
255480,ndrss
11610,ndrss
4000,ndrss
323370,ndrss
22380,76561198081677554
550,76561198081677554
271590,Gamercubeeyes
440,76561198091515229
374570,NotJustAnyOrange
238960,cosmicguy22
440,Cosmonaut123456789
12110,Cosmonaut123456789
221100,Cosmonaut123456789
377160,76561197971591275
730,aProfileInTheMidOfNowhere
202970,76561198107928649
730,76561198107928649
231430,76561198056352983
383080,76561198104404617
105600,76561198104404617
304930,76561198104404617
440,76561198104404617
211820,76561198104404617
17520,76561198104404617
330830,76561198071955492
